Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Southbank
06/03/2017,12,2042,1699,752,1413,2865,0,3387,2920,2360,1450,632,384,90,653,2715,2332,695,668,1049,0,2640,996,1276,858,1274,453,177,2300,1052,376,379,399,996,909,340,0,744,0,892,1290,1061,379,3393
06/03/2017,13,2018,1772,730,1653,2773,0,3806,3151,2452,1286,530,361,83,524,2210,2700,650,650,1049,0,2510,1016,1292,832,1242,509,198,2270,943,470,439,376,947,988,375,0,801,0,959,1422,1122,385,3490
06/03/2017,14,1825,880,598,1215,2642,0,3055,2296,1761,858,330,205,55,246,2480,2057,504,304,712,0,1941,610,906,674,1010,382,143,1987,663,343,334,277,482,592,215,0,536,0,663,1227,974,361,2274
06/03/2017,15,1922,681,568,1435,2402,0,2880,2122,1564,1071,345,221,77,245,2256,2018,481,291,654,0,2310,511,787,824,1044,319,200,1709,600,353,313,224,342,473,242,0,395,0,710,1166,939,438,2111
06/03/2017,16,2076,780,995,2800,2626,0,2855,2126,1297,2452,493,236,45,326,2056,2956,837,455,729,0,3589,691,836,909,1019,288,186,1840,640,382,391,244,356,542,200,0,372,0,829,1327,1002,483,2613
06/03/2017,17,2505,1396,1917,4559,3072,0,3103,2004,1318,3568,722,317,130,526,3105,5079,1568,1036,828,0,4709,1116,1050,1501,950,442,310,2491,784,336,637,394,560,744,207,0,411,0,1264,1329,882,562,4290
06/03/2017,18,2118,807,864,1998,2562,0,2420,1550,826,1475,277,399,85,369,2358,2826,952,728,600,0,2882,581,1023,949,1096,489,197,1685,773,479,363,233,289,429,301,0,301,0,1039,934,435,405,3064
06/03/2017,19,1690,366,279,803,2277,0,1401,725,518,494,140,294,79,185,1483,1636,546,361,568,0,1454,311,1030,587,1180,618,136,967,775,499,218,178,172,273,264,0,190,0,622,476,220,251,2335
06/03/2017,20,1402,363,153,414,2075,0,761,444,457,199,131,377,81,153,1264,1316,390,176,495,0,956,190,856,468,860,513,141,680,653,606,112,146,90,185,269,0,162,0,432,411,196,166,1998
06/03/2017,21,845,187,86,254,1629,0,578,307,288,141,78,234,56,65,951,1148,325,107,439,0,775,187,717,282,664,381,96,519,523,420,91,86,90,156,181,0,128,0,263,248,162,107,1442
06/03/2017,22,426,119,66,141,994,0,319,202,162,72,33,175,52,28,642,813,243,70,265,0,503,115,567,190,392,240,68,280,364,281,60,75,43,73,143,0,72,0,142,114,84,74,888
06/03/2017,23,195,95,30,120,457,0,170,84,74,58,21,43,14,20,298,472,195,43,181,0,313,65,354,65,218,113,27,115,264,194,29,39,30,24,87,0,32,0,72,45,31,24,371
07/03/2017,0,72,27,8,44,265,0,66,34,34,15,12,25,12,5,162,199,64,11,122,0,103,47,172,56,108,38,12,64,190,71,8,17,13,15,16,0,11,0,27,11,9,10,220
07/03/2017,1,46,9,7,31,92,0,35,32,33,7,6,6,2,4,41,73,16,4,63,0,29,12,80,25,56,33,9,14,106,26,10,13,11,12,27,0,5,0,20,11,2,4,58
07/03/2017,2,31,16,3,13,42,0,22,7,18,4,9,3,1,2,27,31,12,3,60,0,25,10,53,19,24,18,8,18,49,13,0,7,2,4,5,0,5,0,13,2,2,2,24
07/03/2017,3,13,8,0,7,32,0,18,7,15,2,7,4,1,1,30,12,7,11,36,0,16,5,54,9,21,13,6,35,37,2,1,4,0,4,2,0,7,0,6,3,0,0,14
07/03/2017,4,14,11,10,9,44,0,14,10,3,2,4,1,0,3,39,47,20,25,33,0,19,5,40,39,8,5,2,52,29,13,7,2,3,3,7,0,1,0,13,2,2,2,37
07/03/2017,5,27,64,41,134,68,0,27,25,18,94,21,21,2,47,122,221,84,83,71,0,188,46,54,76,17,1,15,137,27,11,21,23,37,21,7,0,20,0,48,21,5,3,164
07/03/2017,6,77,281,194,737,197,0,114,89,102,617,110,113,28,152,423,909,287,252,147,0,817,263,97,283,21,23,40,425,58,36,138,52,101,67,23,0,78,0,181,43,35,32,804
07/03/2017,7,358,860,826,2559,416,0,345,279,425,1926,354,189,21,313,1137,2179,657,877,344,0,2334,725,170,676,77,71,103,1144,238,83,297,251,269,222,47,0,263,0,542,275,185,105,1814
07/03/2017,8,859,2077,1741,5243,1103,0,950,590,978,3922,642,297,15,448,2254,4570,1333,958,662,0,4206,1500,354,1075,213,170,227,2568,362,144,638,372,729,759,142,0,753,0,759,831,783,379,3777
07/03/2017,9,773,1349,1104,3215,999,0,1064,717,895,2239,406,220,19,240,1566,2220,577,459,798,0,2686,885,335,671,167,167,148,1567,271,161,476,222,693,593,142,0,511,0,475,1017,973,385,2001
07/03/2017,10,977,780,590,1266,1420,0,1442,1115,1132,765,246,146,14,167,1140,1259,370,333,914,0,1812,668,449,447,346,229,187,886,292,212,254,168,497,578,172,0,534,0,452,927,833,335,1659
07/03/2017,11,1287,716,417,1014,1929,0,1958,1448,1435,723,282,149,24,191,1378,1400,348,404,1310,0,1605,602,569,541,592,338,228,1281,527,247,209,182,413,538,185,0,448,0,626,1158,985,371,1687
07/03/2017,12,2002,1706,738,1541,2779,0,3346,2873,2194,1596,633,421,75,652,1773,2286,525,687,1792,0,2653,1098,1496,872,1204,575,266,1571,1056,427,360,406,1086,939,371,0,771,0,763,1406,1016,371,3324
07/03/2017,13,2025,1842,754,1768,2804,0,3795,3117,2530,1705,485,403,79,548,2165,2354,570,538,1790,0,2912,1260,1320,945,1207,538,315,1689,899,457,425,427,1010,991,367,0,750,0,855,1377,1091,371,3389
07/03/2017,14,1825,888,576,1289,2568,0,2988,2159,1731,931,363,269,69,241,1951,1860,478,317,1095,0,2174,671,922,747,983,363,168,1693,703,397,290,305,484,628,215,0,564,0,760,977,941,353,2191
07/03/2017,15,1863,677,587,1556,2528,0,3012,2030,1654,1307,312,171,36,260,1733,2015,579,381,863,0,2432,551,817,1048,971,370,178,1684,619,315,294,211,349,525,206,0,466,0,618,1178,1034,430,1933
07/03/2017,16,2160,797,961,2889,2838,0,2937,2181,1386,2563,632,218,46,299,2387,3132,791,589,742,0,3641,711,881,1021,1013,308,175,1905,688,316,409,281,316,596,179,0,411,0,763,1154,1021,484,2924
07/03/2017,17,2620,1355,1921,4410,3023,0,3231,2241,1450,3469,696,448,125,538,3570,5360,1517,1145,833,0,4784,1155,1181,1517,1074,488,239,2729,796,444,549,373,554,743,212,0,580,0,1257,1301,999,556,4513
07/03/2017,18,2227,835,875,2028,2677,0,2652,1524,1017,1526,263,389,99,352,2739,3114,1000,910,717,0,2971,611,1201,978,1114,725,227,2017,923,452,359,247,356,454,240,0,506,0,1019,1021,670,421,3487
07/03/2017,19,1663,408,310,802,2574,0,1629,843,533,466,189,359,78,209,1679,1923,644,512,570,0,1571,357,1234,827,1192,793,142,1030,832,515,176,176,183,252,258,0,218,0,658,591,262,273,2532
07/03/2017,20,1519,314,196,479,2248,0,888,570,515,216,144,364,108,127,1728,1445,441,308,530,0,1066,216,962,531,907,587,129,1026,815,713,104,118,131,197,357,0,201,0,491,510,247,208,2088
07/03/2017,21,1042,254,137,273,1867,0,654,456,284,113,90,281,42,88,1317,1379,509,153,471,0,798,193,715,428,729,505,120,778,635,519,143,127,98,194,275,0,308,0,369,313,184,149,1650
07/03/2017,22,568,229,51,201,1126,0,388,304,192,88,65,218,48,57,810,996,332,111,262,0,544,183,529,339,477,293,69,391,493,319,53,86,69,77,141,0,142,0,167,120,93,65,1019
07/03/2017,23,230,99,39,133,612,0,187,157,107,54,18,77,16,20,432,580,228,55,219,0,301,72,422,162,259,223,43,139,328,157,30,40,34,48,62,0,49,0,63,58,42,36,567
08/03/2017,0,105,46,15,60,271,0,59,182,57,20,9,36,16,7,174,228,86,30,140,0,141,56,215,73,126,83,24,78,194,61,19,22,8,14,31,0,13,0,35,21,14,19,219
08/03/2017,1,55,19,5,22,134,0,40,42,16,3,8,6,1,3,83,50,28,22,102,0,42,12,156,22,87,22,10,22,143,26,19,19,6,11,8,0,9,0,14,10,3,4,66
08/03/2017,2,39,9,5,31,66,0,27,19,18,3,15,3,1,4,47,36,17,14,64,0,22,16,59,20,47,12,3,31,79,10,7,13,1,4,4,0,2,0,14,4,0,0,48
08/03/2017,3,24,7,1,13,38,0,15,15,0,5,1,3,0,3,23,16,4,11,30,0,25,6,77,12,41,22,12,26,61,6,0,5,4,5,3,0,0,0,2,5,1,0,26
08/03/2017,4,6,10,9,10,19,0,17,25,20,4,5,2,1,4,58,51,26,13,13,0,27,10,38,12,10,9,2,83,35,8,9,10,3,9,4,0,6,0,5,2,2,2,24
08/03/2017,5,27,65,39,126,80,0,51,38,23,88,21,21,2,34,105,238,88,66,40,0,184,44,55,106,18,22,12,114,26,23,20,27,16,27,13,0,22,0,37,14,9,4,177
08/03/2017,6,80,266,185,682,183,0,123,99,99,569,109,92,20,139,427,966,304,296,138,0,820,265,89,336,27,26,40,428,38,34,110,72,82,64,16,0,80,0,199,51,34,20,942
08/03/2017,7,329,834,788,2363,381,0,326,274,412,1880,360,172,21,273,1093,2181,659,596,267,0,2390,659,159,721,85,64,77,1043,212,83,299,239,263,232,59,0,256,0,441,211,156,113,1849
08/03/2017,8,862,1871,1750,5301,1089,0,897,580,933,3800,564,312,19,441,2112,4484,1343,900,580,0,4283,1370,403,1237,233,148,161,2205,312,182,643,346,754,718,133,0,716,0,689,809,714,328,3614
08/03/2017,9,723,1281,990,2887,1063,0,1085,633,939,2061,403,238,39,243,1616,2372,696,420,722,0,2547,872,361,772,207,158,177,1618,329,167,426,287,643,571,141,0,531,0,411,857,986,385,2066
08/03/2017,10,1004,833,567,1247,1428,0,1460,987,1082,781,296,153,18,143,1384,1284,382,393,755,0,1888,656,452,588,364,170,131,1228,414,208,232,250,430,488,165,0,497,0,443,831,873,324,1428
08/03/2017,11,1235,790,535,1108,1775,0,2153,1635,1658,691,290,150,11,197,1631,1469,412,402,808,0,1644,573,568,617,698,299,144,1185,579,207,208,152,376,502,172,0,431,0,558,1061,892,452,1791
08/03/2017,12,2114,1679,761,1522,3207,0,3468,2795,2417,1490,674,340,94,490,2028,2284,691,729,1197,0,2458,1028,1368,876,1332,512,177,1726,994,328,374,396,1037,847,333,0,872,0,713,1233,1069,365,3151
08/03/2017,13,2183,1714,711,1817,3007,0,3932,3056,2400,1472,563,339,92,493,1991,2526,566,640,1187,0,2688,1011,1302,906,1318,460,168,1601,887,448,392,503,1027,959,411,0,824,0,927,1155,1194,358,3235
08/03/2017,14,1869,879,545,1185,2753,0,3027,2104,1721,841,319,193,44,206,1697,2023,491,386,733,0,1994,591,895,786,1111,374,151,1523,738,340,266,289,507,624,268,0,538,0,684,1087,946,294,2170
08/03/2017,15,1749,734,650,1365,2578,0,2995,1945,1494,1186,308,174,43,217,1835,2152,456,393,688,0,2239,500,818,835,1034,377,194,1821,614,306,298,226,318,497,211,0,461,0,712,1066,1053,406,1911
08/03/2017,16,2172,803,1008,2771,2923,0,2956,2081,1350,2448,527,195,35,321,2261,3101,698,519,766,0,3606,679,819,1205,936,338,166,2062,697,335,393,313,399,531,155,0,516,0,626,1147,929,495,2585
08/03/2017,17,2546,1365,1820,4395,3057,0,3349,2170,1440,3432,644,312,59,517,3108,5071,1418,1032,1338,0,4688,1086,1138,1115,1095,537,324,2359,873,374,664,436,571,763,211,0,862,0,1071,1244,1020,547,4174
08/03/2017,18,2680,899,870,2198,3397,0,2982,1819,1039,1531,219,376,67,327,3178,3277,909,964,1404,0,3316,688,1296,733,1124,627,351,2657,992,436,381,371,395,472,248,0,762,0,1247,951,593,413,3425
08/03/2017,19,1880,363,345,938,2960,0,1804,898,592,448,220,341,75,283,1828,1989,555,769,1536,0,1564,359,1096,735,1367,698,368,1353,950,614,199,218,191,276,320,0,333,0,835,527,195,243,2630
08/03/2017,20,1593,278,144,538,2456,0,1027,490,418,206,156,482,80,136,1323,1607,443,317,1469,0,1058,261,870,389,1110,526,359,715,768,700,123,152,163,224,344,0,244,0,528,383,194,189,2260
08/03/2017,21,1122,246,122,321,1883,0,768,483,361,138,124,318,81,110,1083,1456,373,173,1240,0,944,176,781,573,828,572,330,567,759,721,135,100,123,177,309,0,349,0,322,299,211,162,1816
08/03/2017,22,678,216,68,235,1267,0,451,332,257,134,66,212,39,75,860,1170,382,141,794,0,676,134,598,449,492,368,197,551,583,450,75,92,64,131,204,0,160,0,252,95,68,69,1263
08/03/2017,23,291,116,63,112,610,0,242,179,116,51,18,94,20,42,570,714,228,556,266,0,339,114,471,274,256,229,62,317,339,246,67,177,39,104,105,0,76,0,159,49,46,37,786
09/03/2017,0,122,26,13,45,235,0,134,105,57,19,10,23,4,9,139,253,76,47,137,0,170,66,241,152,137,126,35,91,200,104,21,16,36,55,39,0,26,0,38,29,18,30,320
09/03/2017,1,60,19,26,32,158,0,78,48,21,13,11,12,2,1,85,90,22,11,96,0,60,28,160,105,106,42,19,32,166,40,10,25,22,29,7,0,15,0,31,21,10,16,121
09/03/2017,2,40,19,3,13,96,0,27,25,12,2,4,4,0,15,49,39,14,11,48,0,26,5,128,31,44,25,6,29,79,9,5,7,8,55,4,0,6,0,19,10,3,4,42
09/03/2017,3,27,27,2,13,45,0,11,6,14,2,3,9,0,0,35,24,5,3,40,0,47,18,59,12,26,20,4,30,63,4,12,1,16,17,2,0,4,0,12,10,8,6,47
09/03/2017,4,11,10,5,4,38,0,28,70,19,6,9,3,1,4,53,45,34,22,22,0,8,18,25,35,33,13,3,53,33,6,15,7,14,4,5,0,7,0,11,3,2,1,19
09/03/2017,5,22,61,36,139,72,0,36,30,16,87,28,22,3,38,103,238,77,42,64,0,215,52,25,95,12,8,16,116,37,24,26,32,9,19,11,0,24,0,49,12,5,4,162
09/03/2017,6,88,227,229,726,163,0,122,186,108,574,121,159,27,166,362,806,243,189,184,0,801,217,85,290,30,25,57,449,58,36,109,65,83,75,16,0,76,0,158,69,34,26,804
09/03/2017,7,295,817,791,2516,432,0,382,275,417,1886,351,182,21,300,1002,2247,650,581,292,0,2212,695,199,657,109,58,91,1048,224,88,281,195,234,210,41,0,242,0,525,180,179,99,1808
09/03/2017,8,851,2005,1893,5230,1155,0,921,638,964,3788,591,276,22,436,1966,4276,1292,865,704,0,4151,1398,358,1037,213,151,203,2239,373,166,622,324,747,706,149,0,706,0,783,732,770,322,3532
09/03/2017,9,752,1355,1082,2776,966,0,1039,790,877,2104,401,203,10,237,1259,2234,520,377,871,0,2731,909,360,677,192,130,175,1404,305,159,496,209,655,564,170,0,515,0,505,786,899,358,2003
09/03/2017,10,1025,885,609,1200,1623,0,1667,1158,1121,813,293,169,19,131,1291,1440,369,483,951,0,1798,657,557,595,387,180,186,1177,417,235,316,237,445,562,244,0,558,0,480,766,837,297,1748
09/03/2017,11,1187,746,474,1045,1764,0,2255,1629,1492,805,292,188,29,196,1322,1366,323,303,1073,0,1673,609,952,548,638,256,218,1324,578,228,275,221,438,540,211,0,635,0,633,814,803,337,1602
09/03/2017,12,1953,1791,929,1484,2745,0,3665,2962,2544,1611,628,362,76,579,1800,2356,538,507,1678,-1,2823,1035,1390,794,1258,422,362,1568,1008,414,423,380,1383,936,413,0,832,0,707,1009,983,424,3133
09/03/2017,13,2085,1609,785,1769,2762,0,3836,3041,2529,1476,649,276,87,438,2045,2483,574,580,1805,-1,2646,969,1297,734,1217,440,316,1708,997,504,408,473,1011,1036,394,0,857,0,884,1150,1177,360,3250
09/03/2017,14,1626,945,608,1266,2675,0,3012,2207,1773,873,386,180,59,205,2036,1869,439,446,1089,-1,2067,626,943,676,1127,304,198,1816,703,383,280,292,566,643,261,0,578,0,621,1051,1005,328,1831
09/03/2017,15,1633,725,578,1536,2583,0,2902,2134,1451,1121,342,139,39,214,1815,1922,488,321,830,-1,2326,586,752,743,933,383,197,1654,618,385,349,223,366,522,242,0,450,0,547,1027,1191,420,1826
09/03/2017,16,2032,791,1028,2711,2790,0,2989,2288,1520,2509,514,206,46,264,2145,2888,727,564,709,-1,3577,670,764,813,1014,335,205,2012,660,333,420,286,386,586,169,0,417,0,809,1056,968,429,2637
09/03/2017,17,2486,1222,1775,4067,3013,0,3453,2456,1478,3391,631,363,51,491,3042,4973,1452,998,830,-1,4840,1163,1046,1002,1036,517,197,2705,945,416,528,350,558,722,223,0,557,0,1148,1189,1143,498,4285
09/03/2017,18,2236,821,803,1826,2956,0,3148,2059,1156,1443,241,448,68,391,2702,3259,905,808,661,-1,2943,705,1030,642,1264,710,247,2267,1037,477,216,272,424,526,259,0,441,0,1029,965,808,372,3431
09/03/2017,19,1757,498,346,829,2369,0,2065,1322,644,489,261,471,84,234,2085,1877,567,571,544,-1,1649,313,972,463,1265,741,180,1755,931,491,162,178,307,287,266,0,391,0,693,441,242,223,2508
09/03/2017,20,1664,351,166,520,2272,0,1646,929,481,268,156,470,72,168,1386,1559,444,315,548,-1,1103,220,1009,321,1124,635,133,708,892,627,111,162,133,188,321,0,190,0,504,373,147,166,2256
09/03/2017,21,1301,246,125,377,2240,0,1085,552,355,115,119,365,71,99,1257,1415,394,239,479,-1,884,187,816,252,979,469,110,744,769,601,78,96,141,289,249,0,173,0,393,373,175,141,1936
09/03/2017,22,702,217,123,256,1357,0,502,367,276,119,91,262,73,61,1485,1052,294,236,360,-1,707,182,671,228,673,526,83,1420,673,505,92,139,161,138,167,0,339,0,279,129,90,94,1346
09/03/2017,23,438,117,73,143,753,0,264,209,152,75,88,159,40,33,583,686,247,116,240,-1,379,115,530,188,417,458,75,367,382,336,36,65,53,117,81,0,75,0,160,52,25,38,685
10/03/2017,0,204,42,22,72,523,0,150,87,92,31,12,54,11,8,235,275,88,85,189,-1,170,36,357,72,238,340,29,102,273,146,15,15,33,51,22,0,30,0,69,25,18,21,380
10/03/2017,1,134,16,19,27,280,0,86,48,34,28,9,16,3,11,87,105,22,34,132,-1,75,18,302,26,164,147,13,71,186,52,13,18,22,29,23,0,23,0,42,19,16,16,149
10/03/2017,2,77,11,1,24,154,0,67,38,27,12,16,2,0,0,56,65,9,34,86,-1,75,30,322,36,83,77,11,30,127,9,4,7,9,26,4,0,7,0,32,11,4,4,65
10/03/2017,3,35,8,2,16,174,0,47,76,23,3,5,6,1,3,83,36,9,14,49,-1,16,15,244,13,31,47,9,32,107,9,2,8,3,11,3,0,5,0,22,7,4,2,48
10/03/2017,4,28,15,9,6,57,0,40,51,24,4,10,1,0,1,72,75,32,15,37,-1,19,14,131,57,48,21,6,85,63,4,9,15,8,11,1,0,11,0,21,10,3,1,91
10/03/2017,5,32,57,33,129,120,0,25,49,13,90,17,28,3,45,120,232,87,36,102,-1,228,47,72,87,25,11,7,120,30,30,15,30,6,14,15,0,20,0,42,18,12,6,172
10/03/2017,6,87,227,166,640,193,0,89,175,112,550,94,91,18,143,346,847,226,219,170,-1,799,199,88,303,24,33,37,407,41,29,122,64,73,62,6,0,75,0,183,43,30,18,776
10/03/2017,7,303,701,705,2188,434,0,349,263,435,1730,306,189,9,248,989,1913,578,497,355,-1,2207,625,183,586,106,57,89,1046,157,88,249,210,225,192,34,0,228,0,469,157,107,64,1648
10/03/2017,8,809,1776,1679,4871,1011,0,868,608,863,3479,523,300,16,384,1743,4321,1221,763,708,-1,3867,1252,324,878,231,146,202,1576,355,162,523,305,715,621,123,0,623,0,624,628,544,262,3338
10/03/2017,9,788,1280,1009,2568,965,0,1166,911,927,2037,368,243,35,208,1330,2213,549,479,788,-1,2531,784,294,689,188,152,180,1382,302,149,409,207,675,538,127,0,558,0,501,740,679,293,2072
10/03/2017,10,968,854,496,1139,1443,0,1653,1455,1073,651,250,197,38,155,1292,1507,369,558,921,-1,1876,572,426,726,418,212,180,1146,356,217,255,167,475,489,166,0,488,0,610,727,676,282,1811
10/03/2017,11,1223,759,477,1065,1915,0,2409,2085,1564,717,249,251,51,202,1742,1922,490,431,1178,-1,1773,596,693,782,764,326,190,1499,536,259,246,219,438,523,230,0,524,0,716,919,788,345,2292
10/03/2017,12,2075,1588,629,1401,3058,0,3567,3173,2531,1574,723,397,99,625,2211,2848,757,703,1715,-1,2798,985,1577,1070,1288,694,392,1897,1116,450,368,354,1085,782,356,0,806,0,1012,1135,920,327,3606
10/03/2017,13,2026,1601,639,1536,2999,0,4158,3650,2682,1480,554,540,123,593,2255,2948,829,741,1822,-1,2783,1045,1473,1236,1349,728,307,1775,1082,525,436,399,1028,1087,378,0,815,0,1063,1238,1024,322,3653
10/03/2017,14,1999,881,487,1176,2811,0,3360,2985,1829,954,308,331,60,275,2200,2599,742,632,1340,-1,2265,673,1136,1154,1074,467,232,1952,819,442,304,265,509,666,249,0,473,0,1096,1111,941,289,2774
10/03/2017,15,1951,645,539,1404,2694,0,3401,2878,1735,1142,380,353,51,257,2282,2769,835,751,1050,-1,2484,620,964,1195,985,390,266,2052,657,411,303,219,393,572,203,0,486,0,1106,1029,981,380,2679
10/03/2017,16,2164,831,982,2454,3044,0,3391,2843,1619,2450,617,460,67,380,2565,3478,937,1064,1047,-1,3765,830,955,1316,1168,443,296,2099,786,354,427,283,477,567,232,0,471,0,1421,860,896,362,3178
10/03/2017,17,2801,1147,1541,3396,3387,0,4325,3039,1821,2922,719,819,120,573,3812,4726,1319,1637,782,-1,4614,1236,1296,1510,1373,611,239,2886,1134,388,471,418,581,767,264,0,576,0,1953,1017,957,436,4671
10/03/2017,18,2414,858,698,1598,3276,0,3547,2349,1244,1452,409,1198,132,448,3299,3460,863,2016,763,-1,3308,742,1325,1287,1564,854,216,2267,1179,579,307,343,352,518,314,0,393,0,2229,588,519,278,4136
10/03/2017,19,1902,527,327,718,2831,0,2810,1704,907,663,335,1063,139,286,3338,2306,647,2540,534,-1,2322,453,1325,1122,1565,1049,174,2864,1186,724,167,203,281,331,392,0,329,0,2652,326,245,207,3362
10/03/2017,20,1694,342,188,421,2909,0,2206,1275,533,255,248,692,126,214,2402,2028,510,3092,565,-1,1286,239,1227,1095,1558,902,170,1283,1005,912,145,289,136,331,473,0,236,0,3016,305,141,164,3499
10/03/2017,21,1541,299,123,331,2712,0,1381,771,471,180,224,497,74,131,3315,1779,547,3517,521,-1,1013,245,1105,629,1297,805,123,1876,913,968,141,149,160,286,443,0,176,0,3482,172,89,106,3441
10/03/2017,22,1082,286,181,363,2265,0,1053,569,429,820,1308,1389,133,342,2720,1967,512,2754,377,-1,2265,638,1065,639,1054,676,113,1468,1120,751,95,203,147,333,297,0,383,0,2948,108,50,48,3234
10/03/2017,23,780,168,92,280,2173,0,868,547,370,352,346,315,51,119,2206,1759,512,1041,415,-1,1107,348,954,420,1013,506,71,1122,982,630,93,153,95,455,285,0,189,0,1627,84,67,79,2205
11/03/2017,0,538,85,51,159,1291,0,306,239,204,55,47,110,16,53,697,1038,308,270,327,-1,444,96,718,335,587,286,48,201,725,375,45,43,40,372,113,0,85,0,205,42,21,30,984
11/03/2017,1,381,82,14,78,845,0,163,207,102,27,22,43,16,16,485,571,228,93,187,-1,220,83,675,130,476,230,38,100,485,148,18,25,39,310,25,0,41,0,112,23,19,21,505
11/03/2017,2,202,40,21,46,462,0,134,128,66,26,13,38,0,13,322,342,157,83,136,-1,119,48,485,57,283,186,30,86,354,48,13,17,25,291,15,0,9,0,63,20,17,21,301
11/03/2017,3,150,39,11,30,344,0,68,91,52,11,60,22,3,1,186,276,103,53,159,-1,56,32,418,37,201,82,12,62,350,76,3,17,7,199,26,0,11,0,38,10,10,12,140
11/03/2017,4,63,23,1,26,178,0,45,54,38,7,5,7,2,2,156,225,94,45,133,-1,83,13,202,13,67,68,11,30,153,12,8,5,2,32,3,0,11,0,36,7,5,0,87
11/03/2017,5,41,22,8,29,84,0,30,56,25,34,11,7,1,8,113,146,66,22,84,-1,64,26,129,19,52,18,13,59,82,15,9,16,16,21,17,0,11,0,23,5,1,1,76
11/03/2017,6,42,49,16,66,70,0,45,79,35,37,33,27,6,24,90,237,84,51,134,-1,224,68,106,96,44,49,43,81,46,8,16,20,23,21,6,0,31,0,77,24,10,11,205
11/03/2017,7,124,81,47,128,192,0,83,125,96,64,34,81,6,37,149,342,130,213,221,-1,371,78,90,147,49,70,60,113,75,48,61,33,75,38,17,0,36,0,237,17,13,20,405
11/03/2017,8,187,194,80,332,334,0,260,248,227,143,62,122,19,96,364,509,188,211,465,-1,590,184,124,239,126,73,83,321,95,91,74,56,98,123,94,0,72,0,282,75,68,44,703
11/03/2017,9,332,196,131,316,584,0,770,637,570,132,80,179,15,116,742,850,307,390,774,-1,913,250,230,495,216,129,246,531,256,141,71,104,176,197,119,0,109,0,557,89,90,69,1219
11/03/2017,10,655,261,121,293,1022,0,1588,1324,809,175,110,330,68,195,1354,1307,358,871,1075,-1,1225,281,415,806,395,233,373,1056,399,306,104,160,142,250,186,0,158,0,1351,137,124,108,1825
11/03/2017,11,947,320,201,320,1607,0,2657,2056,1264,171,103,396,80,215,2016,1517,477,1596,1509,-1,1502,322,613,1137,711,400,381,1599,474,243,111,209,159,246,259,0,210,0,2097,151,171,125,2452
11/03/2017,12,1325,392,209,259,2310,0,3120,2793,1524,171,120,406,78,225,2645,1785,565,2658,1857,-1,1233,247,898,1310,1294,623,458,1984,775,368,142,210,106,238,285,0,272,0,2727,156,192,114,2877
11/03/2017,13,1923,452,251,314,2727,0,3676,3054,1707,163,97,376,74,251,3364,1993,524,3327,1811,-1,1497,249,940,1291,1431,691,452,2672,952,367,162,203,165,247,301,0,537,0,3386,253,225,134,3459
11/03/2017,14,2512,351,159,350,3190,0,3934,3314,1763,124,105,390,123,246,3738,2277,635,3998,1705,-1,1417,303,1109,1378,1466,633,381,2962,939,404,205,287,131,245,271,0,250,0,4369,245,200,175,3637
11/03/2017,15,1984,321,186,321,2938,0,4012,3472,1520,168,76,514,145,279,3351,2479,638,4310,1354,-1,1401,315,1106,1422,1302,529,289,2152,939,601,223,298,144,241,267,0,273,0,3982,198,184,125,3802
11/03/2017,16,2065,380,211,350,2970,0,3466,3353,1333,134,78,456,109,212,3747,2596,731,4903,759,-1,1444,289,999,1494,1315,564,203,2478,952,530,211,235,80,227,329,0,374,0,4072,197,220,150,4268
11/03/2017,17,2106,410,207,270,2795,0,3204,2724,1076,211,121,434,111,236,3403,2548,753,4711,611,-1,1539,321,1105,1356,1408,611,188,1579,990,495,152,219,163,260,303,0,291,0,4135,215,249,131,4209
11/03/2017,18,1810,477,149,295,2953,0,2556,1639,653,192,157,591,139,203,3007,2310,706,5096,634,-1,1646,290,1209,1446,1459,926,165,1380,1280,627,132,258,222,199,404,0,374,0,4266,137,141,93,4783
11/03/2017,19,1758,435,187,254,3186,0,2055,882,499,117,112,511,125,129,2730,1990,561,6057,606,-1,1008,206,1475,642,1757,1062,158,1380,1284,967,127,250,193,154,564,0,279,0,4631,170,102,99,4588
11/03/2017,20,1547,385,144,294,3044,0,1107,650,474,101,116,467,128,119,2791,1685,521,6316,520,-1,717,172,1157,620,1507,961,121,939,1176,1091,125,210,158,207,657,0,235,0,4840,143,66,77,4644
