Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Southbank
01/03/2017,0,140,36,10,52,221,0,63,32,53,16,13,26,9,14,175,248,108,29,132,0,112,48,182,75,173,55,24,92,193,91,9,19,21,24,33,0,13,0,46,17,16,24,291
01/03/2017,1,64,17,5,23,141,0,60,36,29,8,3,6,2,4,83,162,40,17,91,0,51,25,136,32,88,26,12,33,136,42,7,13,3,19,13,0,13,0,27,16,19,20,128
01/03/2017,2,29,11,9,14,47,0,26,21,13,3,10,3,1,3,65,64,55,4,59,0,17,9,59,16,24,17,6,36,58,23,7,16,5,5,21,0,9,0,32,5,1,3,86
01/03/2017,3,13,9,8,10,48,0,26,12,21,4,0,1,0,4,64,36,14,4,47,0,6,5,42,11,33,7,6,37,40,9,1,2,3,5,14,0,6,0,6,6,1,2,35
01/03/2017,4,13,10,4,11,63,0,15,18,12,1,2,5,1,2,37,51,33,22,25,0,31,31,34,22,9,12,1,48,33,12,8,3,13,5,8,0,8,0,14,4,6,3,27
01/03/2017,5,31,84,45,144,93,0,40,18,27,96,30,21,2,37,127,288,102,48,51,0,195,50,38,105,14,8,10,163,20,22,22,33,29,21,6,0,24,0,63,11,4,3,162
01/03/2017,6,92,252,204,741,191,0,138,89,93,581,112,119,20,155,383,885,258,257,139,0,832,225,75,232,36,16,36,423,32,23,126,61,94,77,8,0,93,0,257,44,31,20,817
01/03/2017,7,327,767,803,2485,415,0,417,257,400,1847,349,210,12,286,1129,2095,636,703,229,0,2214,673,162,546,111,53,78,1187,183,103,301,198,287,236,35,0,252,0,505,160,140,99,1803
01/03/2017,8,908,1997,1836,5392,1065,0,876,609,849,3863,558,311,12,439,2077,4533,1281,908,520,0,4038,1379,336,823,196,146,197,2373,271,158,586,263,752,782,173,0,691,0,743,836,677,317,3475
01/03/2017,9,775,1319,948,2817,939,0,887,767,874,2063,356,178,12,219,1408,2220,557,455,622,0,3000,824,368,413,198,137,119,1391,350,127,436,210,661,547,146,0,519,0,417,989,843,372,2031
01/03/2017,10,1081,860,576,1126,1326,0,1480,1287,1032,772,246,144,16,139,1187,1319,364,249,634,0,1777,583,336,296,383,181,121,1003,423,214,281,174,473,491,194,0,528,0,349,1007,845,322,1366
01/03/2017,11,1332,695,477,996,1916,0,2144,1523,1385,771,287,147,9,185,1267,1345,426,260,687,0,1758,441,534,345,696,230,139,1065,476,166,213,188,387,536,221,0,435,0,464,1186,949,430,1331
01/03/2017,12,2176,1747,698,1416,2659,0,3300,2705,2253,1747,582,318,45,515,1776,2281,564,398,1188,0,2793,980,1245,622,1268,454,149,1596,909,423,393,368,1030,823,354,0,850,0,574,1301,1095,400,3033
01/03/2017,13,2303,1742,755,1690,2526,0,3703,2988,2571,1441,572,267,51,486,1856,2279,450,441,1035,0,2920,1038,1228,629,1179,446,157,1426,1002,490,379,435,1105,823,374,0,804,0,701,1098,1146,363,3029
01/03/2017,14,1863,895,621,1271,2383,0,3110,2054,1970,1012,294,117,22,204,1630,1841,417,252,672,0,2071,585,916,509,1007,332,153,1287,709,332,319,261,409,627,261,0,472,0,542,1351,1138,321,1843
01/03/2017,15,1850,646,601,1502,2228,0,2887,1990,1432,1180,340,164,43,205,1930,1912,519,236,629,0,2627,483,801,567,968,334,153,1531,681,371,298,245,319,447,210,0,514,0,556,1285,1195,417,1782
01/03/2017,16,2192,765,998,2817,2583,0,2945,1946,1283,2512,536,190,36,280,2296,2827,756,399,819,0,3429,701,795,639,994,277,155,2028,674,308,423,300,323,500,154,0,484,0,576,1304,1172,489,2377
01/03/2017,17,2579,1265,1778,4224,2883,0,3254,2096,1423,3340,749,365,60,516,3522,4892,1406,949,1160,0,4685,988,994,1093,1070,377,318,2891,873,390,610,375,538,764,189,0,488,0,1256,1256,1165,517,4169
01/03/2017,18,2144,834,861,2088,2514,0,2955,1652,895,1477,355,416,75,338,2784,3011,866,778,1399,0,2927,627,1090,856,1170,581,361,2122,878,410,312,245,356,438,237,0,525,0,1162,908,814,440,3220
01/03/2017,19,1855,436,305,952,2385,0,1862,841,582,529,148,375,84,223,1890,2008,545,459,1418,0,1644,352,1038,531,1200,608,387,1256,895,620,141,151,223,258,288,0,259,0,702,373,357,179,2687
01/03/2017,20,1592,308,170,538,2146,0,1148,610,389,239,128,424,73,181,1676,1554,452,229,1427,0,1058,235,885,414,1020,514,394,1006,731,767,110,110,194,190,352,0,204,0,636,429,283,205,2350
01/03/2017,21,1103,219,133,389,1581,0,650,429,312,136,108,468,116,109,1456,1370,351,158,1125,0,891,185,725,387,762,424,306,935,642,686,76,95,101,201,284,0,301,0,352,219,144,142,1939
01/03/2017,22,619,133,119,228,954,0,486,219,224,100,86,224,44,54,1133,1056,327,150,707,0,494,132,623,240,572,367,190,1159,497,495,93,81,92,133,188,0,158,0,277,116,70,62,1348
01/03/2017,23,307,68,52,174,526,0,249,119,114,42,34,96,15,26,588,657,257,61,258,0,331,85,287,120,308,147,59,369,311,274,39,42,37,74,87,0,74,0,109,86,101,133,608
02/03/2017,0,111,26,31,83,236,0,77,51,52,19,14,22,3,11,231,277,81,29,139,0,136,48,252,47,136,47,22,85,176,91,28,14,30,44,33,0,19,0,57,35,17,23,258
02/03/2017,1,70,16,6,16,98,0,62,36,17,16,5,4,0,7,79,102,30,27,85,0,46,19,152,18,78,35,18,35,96,38,12,11,4,42,28,0,6,0,29,13,5,6,96
02/03/2017,2,28,13,2,29,65,0,26,38,16,7,4,5,1,2,40,40,14,5,61,0,19,10,94,12,53,30,15,23,60,16,4,1,3,42,4,0,7,0,6,7,4,2,44
02/03/2017,3,24,8,5,12,79,0,19,17,12,2,4,1,0,2,38,33,6,11,34,0,19,9,73,15,12,7,4,38,33,7,6,6,6,7,3,0,3,0,8,2,3,6,35
02/03/2017,4,19,15,4,9,29,0,2,15,19,7,2,3,0,4,53,67,33,13,16,0,24,11,39,30,8,20,2,50,35,20,6,3,5,4,12,0,10,0,9,7,1,2,48
02/03/2017,5,38,51,33,147,58,0,15,22,15,97,27,15,1,44,136,251,107,52,64,0,205,61,33,90,17,11,13,114,17,19,21,26,32,14,6,0,20,0,60,19,9,8,173
02/03/2017,6,71,240,217,742,167,0,91,70,103,579,124,117,25,145,366,882,244,452,194,0,843,231,74,280,23,28,31,283,60,47,124,73,104,93,16,0,80,0,192,45,25,22,844
02/03/2017,7,370,783,740,2436,416,0,300,236,400,1795,312,184,7,280,969,2016,587,715,316,0,2123,669,140,579,75,50,83,801,260,93,244,212,264,217,47,0,244,0,517,160,141,86,1727
02/03/2017,8,867,1940,1917,5077,957,0,874,581,1058,3650,581,320,14,416,2145,4372,1298,930,673,0,4171,1319,343,1127,209,133,205,1926,344,182,560,278,713,742,157,0,697,0,711,798,603,333,3515
02/03/2017,9,759,1319,1093,2951,897,0,979,672,851,2142,369,177,12,226,1671,2184,574,669,686,0,2510,858,277,456,194,135,144,1958,324,176,479,223,632,615,139,0,527,0,455,763,629,301,2064
02/03/2017,10,907,857,554,1172,1355,0,1407,1122,1100,749,250,150,11,126,1259,1435,354,324,950,0,1872,527,461,388,344,204,184,1205,371,220,284,143,452,517,216,0,465,0,317,972,820,338,1471
02/03/2017,11,1208,659,454,1005,1617,0,1932,1582,1439,684,233,165,20,188,1477,1555,527,346,1084,0,1515,527,579,416,534,279,183,1252,510,185,237,179,404,450,234,0,436,0,502,1128,1003,371,1741
02/03/2017,12,2146,1631,651,1466,2880,0,3402,2787,2221,1529,549,476,59,628,2057,2187,557,435,1640,0,2621,926,1420,743,1225,581,295,2092,919,425,400,311,1033,988,388,0,722,0,801,1265,1093,436,3174
02/03/2017,13,2242,1693,701,1575,3042,0,3716,3176,2465,1446,580,437,47,504,2188,2367,629,467,1696,0,2602,1048,1443,741,1237,577,258,1940,946,481,395,396,1000,955,317,0,717,0,923,1304,1225,422,3163
02/03/2017,14,2118,910,523,1232,2754,0,2866,2462,1847,829,331,219,31,247,1981,2088,558,365,1205,0,2235,666,1088,626,1025,457,195,1532,805,404,290,261,552,599,287,0,476,0,785,1133,1108,416,2158
02/03/2017,15,2020,730,622,1521,2754,0,3023,2361,1552,1122,316,218,37,228,2464,2204,624,391,867,0,2466,555,944,779,1004,311,255,1949,677,435,277,188,373,490,257,0,429,0,834,1310,1298,466,2023
02/03/2017,16,2322,791,1017,2676,2940,0,3126,2562,1525,2399,542,250,55,312,2337,3081,793,527,697,0,3740,716,932,975,966,404,164,1803,730,301,475,289,380,584,143,0,401,0,877,1166,1055,423,2687
02/03/2017,17,2635,1336,1814,4146,3267,0,3536,2496,1568,3383,800,405,63,482,3434,5374,1455,1109,809,0,4633,1130,1149,1374,1157,488,256,2699,833,413,597,385,568,781,241,0,539,0,1233,1177,1054,550,4241
02/03/2017,18,1912,905,845,1954,2873,0,2913,1935,1064,1438,304,483,60,393,2606,3167,923,902,713,0,2998,769,1080,1170,1255,695,245,1867,974,512,339,298,364,485,286,0,421,0,1077,962,913,475,3442
02/03/2017,19,1709,505,364,829,2568,0,2162,1245,672,616,185,421,64,210,1915,1761,569,447,654,0,1586,397,1032,623,1267,738,158,1345,903,539,180,167,250,318,321,0,413,0,724,441,285,263,2527
02/03/2017,20,1518,356,180,494,2334,0,1483,947,415,204,115,358,98,148,1566,1643,455,241,507,0,1074,242,911,471,1075,571,125,758,831,691,85,123,146,220,352,0,225,0,467,313,229,188,2185
02/03/2017,21,1022,309,118,334,2080,0,872,454,351,140,121,291,46,96,1432,1243,324,171,516,0,798,172,666,346,899,496,114,667,715,610,55,103,93,177,309,0,173,0,334,340,170,145,1684
02/03/2017,22,648,200,109,221,1384,0,482,238,226,134,120,268,45,96,939,965,325,116,326,0,707,189,606,325,664,386,66,320,585,370,70,94,107,151,133,0,290,0,194,135,57,72,1367
02/03/2017,23,321,108,62,173,837,0,244,160,148,57,43,96,8,36,606,771,249,216,226,0,393,81,457,268,317,251,54,221,448,226,61,125,72,120,78,0,72,0,138,53,26,42,680
03/03/2017,0,185,35,20,77,448,0,150,94,73,30,14,33,9,14,284,278,96,52,210,0,150,54,324,85,215,148,27,75,293,89,22,25,19,64,29,0,40,0,90,33,13,23,327
03/03/2017,1,84,19,8,26,276,0,83,52,43,11,9,4,4,6,110,106,33,36,139,0,63,33,308,25,96,82,22,50,196,57,13,13,7,94,15,0,22,0,46,11,15,21,129
03/03/2017,2,27,13,6,13,159,0,65,24,42,2,7,3,0,0,42,47,18,16,87,0,40,8,155,44,47,59,17,7,114,8,8,18,2,18,8,0,9,0,6,12,6,4,47
03/03/2017,3,38,11,1,19,140,0,56,18,24,3,11,0,0,1,53,36,14,27,45,0,17,7,198,15,27,85,2,31,82,8,9,7,2,6,4,0,6,0,16,10,8,7,45
03/03/2017,4,21,11,7,11,67,0,41,18,6,8,6,3,0,1,49,74,55,35,36,0,17,11,121,36,15,21,8,46,49,14,6,5,12,20,8,0,4,0,15,8,6,6,48
03/03/2017,5,24,58,32,136,73,0,24,18,20,87,19,16,2,38,119,242,89,44,72,0,232,43,258,94,19,8,12,91,40,12,18,22,17,21,13,0,17,0,49,15,13,9,199
03/03/2017,6,84,259,178,697,157,0,106,79,95,569,112,99,19,131,355,844,267,191,178,0,792,198,92,376,28,23,51,263,45,38,101,62,108,87,8,0,85,0,188,49,25,16,783
03/03/2017,7,296,688,764,2154,389,0,331,241,424,1882,312,196,8,249,968,2063,556,463,322,0,2194,587,131,578,86,51,69,715,174,85,208,175,270,202,38,0,232,0,379,133,100,65,1631
03/03/2017,8,782,1846,1685,4955,832,0,867,533,841,3834,563,206,15,380,1765,4268,1259,710,652,0,4183,1206,282,952,147,114,186,1500,304,155,540,298,798,673,157,0,576,0,566,695,523,250,3419
03/03/2017,9,720,1346,1102,2995,930,0,1058,689,937,2130,387,144,10,205,1511,2164,552,330,787,0,2719,818,302,411,198,126,147,1224,271,203,437,191,634,518,122,0,496,0,387,721,740,335,1954
03/03/2017,10,912,771,530,1121,1289,0,1330,1174,1140,780,275,136,12,143,1391,1265,376,256,921,0,1873,600,507,457,404,221,189,1169,328,225,159,145,567,435,150,0,431,0,386,811,649,365,1413
03/03/2017,11,1188,647,459,944,1821,0,2046,1802,1473,714,248,222,19,187,1375,1360,529,318,1186,0,1670,578,596,531,635,295,201,1101,548,224,199,182,395,513,234,0,510,0,561,1029,768,354,1629
03/03/2017,12,2074,1551,551,1293,2958,0,3208,2933,2356,1569,541,363,36,559,2201,2382,613,579,1793,0,2689,1053,1572,788,1205,719,291,2065,1037,439,342,289,1061,954,400,0,817,0,797,1264,1102,340,3518
03/03/2017,13,2144,1569,717,1421,2902,0,3710,3287,2428,1454,564,383,45,531,2304,2456,585,426,1765,0,2647,1038,1450,817,1253,679,306,1987,1208,489,364,363,1016,878,376,0,819,0,787,1056,1050,430,3383
03/03/2017,14,1981,805,465,1046,2692,0,3201,2575,1943,919,331,283,40,266,2042,2178,527,423,1297,0,2035,540,935,702,978,485,231,1597,814,459,298,267,465,656,340,0,533,0,662,1189,1065,431,2311
03/03/2017,15,2023,692,488,1476,2708,0,3329,2502,1706,1195,262,274,59,237,2425,2684,653,367,1209,0,2488,623,916,1006,1081,406,288,2000,699,403,297,208,387,522,254,0,522,0,658,1204,1046,426,2464
03/03/2017,16,2288,825,961,2463,3067,0,3374,2811,1724,2551,475,245,50,387,2592,3785,1059,499,1054,0,3570,796,1023,1387,1275,424,283,1797,798,369,375,273,394,577,246,0,488,0,757,1041,1134,441,3161
03/03/2017,17,2657,1178,1582,3577,3357,0,4052,2807,1765,2953,571,368,58,514,3582,5115,1384,830,854,0,4089,1057,1314,1459,1334,524,262,2434,1096,421,499,322,523,872,191,0,636,0,1060,985,915,458,4395
03/03/2017,18,2435,787,743,1611,3468,0,3747,2361,1326,1206,181,382,44,344,3307,3560,923,690,696,0,2740,516,1384,1122,1507,914,258,2364,1187,522,323,240,353,523,293,0,527,0,1019,487,344,294,3853
03/03/2017,19,1945,611,374,702,2916,0,2688,1583,799,469,191,404,65,205,2775,2419,653,441,570,0,1547,344,1458,902,1737,1165,182,1955,1310,746,191,196,272,370,400,0,465,0,750,266,178,215,3337
03/03/2017,20,1806,443,207,449,2580,0,2556,1318,650,243,198,487,121,142,2365,2101,576,312,557,0,1154,298,1408,977,1623,1073,174,1121,1267,989,119,168,194,275,503,0,292,0,579,292,115,160,3218
03/03/2017,21,1663,314,155,381,2484,0,1476,774,523,220,156,467,101,106,2282,2032,591,236,499,0,952,198,1252,702,1364,876,138,1248,1177,1057,88,106,141,351,461,0,287,0,427,181,76,100,3022
03/03/2017,22,1176,293,141,242,2324,0,904,533,431,154,109,280,52,76,2614,1693,517,205,387,0,930,211,953,431,1027,703,108,1399,1141,794,97,118,161,375,300,0,353,0,467,111,62,64,2516
03/03/2017,23,725,164,90,207,1736,0,594,306,242,83,117,147,50,49,1270,1368,488,128,359,0,720,153,884,372,751,494,59,566,879,518,56,100,75,381,247,0,172,0,257,86,57,74,1543
04/03/2017,0,437,82,47,163,1182,0,309,254,171,44,43,77,9,29,722,1000,360,112,271,0,441,82,883,278,588,531,76,250,730,401,43,49,28,215,113,0,104,0,172,32,36,39,950
04/03/2017,1,296,41,20,90,1030,0,210,169,83,34,18,35,17,16,386,575,204,67,214,0,233,62,601,89,423,268,27,113,478,149,17,28,20,239,39,0,40,0,87,17,18,16,527
04/03/2017,2,204,32,17,50,480,0,111,83,55,25,6,21,0,13,273,340,145,50,127,0,145,54,418,60,226,155,21,111,349,87,14,12,12,238,28,0,20,0,46,13,14,10,288
04/03/2017,3,132,9,8,48,312,0,116,112,38,18,16,11,0,4,209,247,121,57,222,0,86,31,367,43,194,123,17,102,392,47,9,12,0,155,10,0,16,0,35,17,7,5,125
04/03/2017,4,66,19,2,17,154,0,54,44,17,12,8,3,1,3,140,237,82,40,117,0,61,12,314,18,82,55,17,45,198,20,6,18,4,35,11,0,17,0,26,15,9,13,106
04/03/2017,5,58,36,8,37,113,0,41,19,32,14,3,7,1,8,69,162,66,16,61,0,97,12,173,52,44,29,15,36,111,13,14,16,13,20,17,0,15,0,15,14,4,5,88
04/03/2017,6,49,63,31,67,89,0,33,25,184,104,18,43,1,26,124,248,84,61,186,0,249,56,97,92,25,32,34,98,80,5,84,37,36,34,16,0,26,0,80,19,17,17,240
04/03/2017,7,99,141,54,144,265,0,152,100,233,121,28,72,13,83,203,434,145,176,279,0,504,104,81,263,73,47,73,169,102,32,54,48,82,49,17,0,49,0,116,15,21,23,472
04/03/2017,8,192,171,91,329,399,0,305,200,341,137,60,146,13,105,486,562,216,196,474,0,846,120,115,473,159,50,124,403,146,103,94,73,122,114,80,0,61,0,252,14,90,64,793
04/03/2017,9,361,208,119,331,652,0,827,685,699,172,58,175,16,134,914,844,307,258,778,0,1017,218,192,445,167,119,216,874,246,140,79,112,126,224,139,0,123,0,365,83,121,99,1135
04/03/2017,10,686,249,165,338,1040,0,1625,1338,935,171,112,207,34,203,1285,1117,422,437,1322,0,1218,261,353,638,413,194,345,1011,441,289,98,140,86,181,227,0,163,0,537,171,158,112,1455
04/03/2017,11,1092,293,181,288,1535,0,2477,1927,1330,165,102,217,50,192,1776,1399,422,486,1461,0,1272,249,474,691,735,355,372,1450,555,285,122,167,125,201,232,0,278,0,638,146,176,141,2038
04/03/2017,12,1507,331,210,360,2338,0,3081,2532,1676,185,102,242,60,207,2716,1568,441,488,1648,0,1443,270,788,922,1344,409,407,2253,867,348,106,182,123,221,379,0,204,0,791,282,264,155,2169
04/03/2017,13,2020,438,263,350,2932,0,3584,2773,1691,170,81,328,60,232,2626,1695,500,491,1781,0,1318,212,869,1086,1581,590,369,2029,931,426,182,193,85,242,326,0,438,0,976,226,284,165,2340
04/03/2017,14,1896,400,235,387,3002,0,4025,3042,1594,196,113,358,77,235,2608,1933,552,455,1592,0,1376,237,1054,1059,1489,541,381,1890,854,463,139,198,124,221,303,0,209,0,932,307,279,170,2508
04/03/2017,15,1996,346,204,310,2765,0,4105,3244,1437,151,77,333,89,237,2924,2075,611,667,1166,0,1423,301,929,1163,1437,400,298,2147,843,568,188,280,131,196,355,0,281,0,1041,280,303,189,2706
04/03/2017,16,1948,432,198,395,2866,0,3893,3030,1309,175,98,348,88,167,2958,2231,560,568,823,0,1465,258,1005,1045,1446,538,230,1993,925,555,142,221,145,179,227,0,386,0,944,280,304,231,2786
04/03/2017,17,2125,503,195,328,2901,0,3578,2527,1033,205,142,437,132,193,3056,2182,626,659,689,0,1579,294,1015,1124,1335,528,218,1813,865,612,148,240,151,215,282,0,341,0,1109,272,252,196,3103
04/03/2017,18,1846,576,171,311,2830,0,2990,1661,674,178,85,528,136,178,2758,2063,630,760,567,0,1475,293,1155,1246,1564,784,175,1611,969,798,102,277,175,181,469,0,342,0,816,155,129,151,3607
04/03/2017,19,1774,437,193,300,2919,0,2274,977,548,138,120,686,176,166,2846,1906,588,717,579,0,951,253,1199,855,1627,975,164,1725,1266,1138,103,192,203,176,690,0,343,0,822,121,95,106,4002
04/03/2017,20,1742,440,147,256,2968,0,1122,624,510,95,115,742,207,150,2424,1781,557,697,540,0,952,203,1166,744,1433,982,111,822,1240,1406,124,191,142,229,819,0,229,0,606,127,58,94,3991
04/03/2017,21,1423,277,87,229,2487,0,849,465,345,101,90,644,153,135,2341,1623,560,259,512,0,761,189,1002,693,1301,713,126,912,881,1416,110,168,154,202,680,0,295,0,473,123,54,79,3364
04/03/2017,22,1023,288,152,245,2045,0,844,471,391,97,139,453,132,87,2502,1487,516,1339,365,0,806,167,1070,600,1089,754,79,1295,1097,1344,115,322,145,294,612,0,377,0,507,93,49,73,2976
04/03/2017,23,634,175,65,264,1744,0,509,331,226,43,90,200,60,48,1548,1315,477,338,266,0,729,197,988,430,852,721,47,613,920,824,80,116,68,387,332,0,192,0,378,81,47,67,2044
05/03/2017,0,452,85,44,122,1036,0,397,260,172,49,29,103,30,72,839,940,359,233,200,0,450,143,973,226,587,446,27,238,687,504,30,63,38,433,130,0,131,0,175,26,29,26,965
05/03/2017,1,331,46,31,88,725,0,206,187,133,19,25,55,15,10,598,650,286,88,210,0,229,79,738,173,461,246,28,141,603,226,16,25,14,386,66,0,56,0,99,18,26,28,628
05/03/2017,2,176,37,8,46,499,0,215,128,53,37,20,14,5,13,394,415,195,76,188,0,112,41,706,76,254,211,20,112,495,124,10,22,35,235,25,0,32,0,118,21,16,19,355
05/03/2017,3,112,15,22,58,363,0,121,95,37,14,21,14,4,10,270,314,120,23,115,0,93,41,493,75,125,141,20,99,310,55,6,15,5,203,13,0,26,0,38,20,18,11,207
05/03/2017,4,49,8,4,22,141,0,122,60,37,13,10,11,0,7,166,242,126,37,107,0,70,52,410,32,79,47,17,45,123,44,8,20,5,100,1,0,15,0,35,8,6,7,101
05/03/2017,5,39,20,7,20,87,0,51,33,38,22,3,1,0,8,101,215,95,21,50,0,133,35,178,35,32,38,8,60,74,5,7,32,10,43,14,0,14,0,31,3,5,4,77
05/03/2017,6,63,27,17,17,155,0,65,32,23,22,9,25,1,16,108,251,101,39,65,0,163,40,79,58,25,27,11,66,31,12,39,16,12,21,4,0,8,0,48,17,9,8,155
05/03/2017,7,52,91,31,66,160,0,67,48,51,58,17,50,5,64,192,263,121,110,188,0,449,68,58,140,35,27,44,139,46,27,73,40,17,32,8,0,29,0,120,15,17,16,326
05/03/2017,8,132,150,80,148,293,0,159,143,173,101,27,132,6,117,315,501,170,246,324,0,691,115,80,358,111,48,60,307,88,93,88,82,52,70,43,0,61,0,262,73,49,42,554
05/03/2017,9,275,194,124,221,479,0,584,383,340,108,27,195,5,113,521,649,262,298,629,0,829,191,166,411,151,87,150,590,159,108,112,67,117,119,88,0,134,0,285,64,76,56,965
05/03/2017,10,502,206,125,206,868,0,1244,938,596,101,50,365,45,187,1223,1083,400,408,973,0,870,237,337,600,343,225,247,1210,350,254,67,107,83,139,155,0,225,0,449,136,125,114,1495
05/03/2017,11,936,253,142,230,1418,0,1927,1573,1012,119,51,391,80,252,1823,1377,436,429,1331,0,1005,224,612,826,673,385,299,1770,473,350,72,160,95,169,304,0,300,0,654,159,104,140,1972
05/03/2017,12,1308,366,174,268,2147,0,2720,1888,1105,111,93,451,61,220,2143,1563,472,494,1581,0,1168,221,819,951,1209,647,416,1978,683,425,125,136,75,164,412,0,514,0,794,220,217,161,2293
05/03/2017,13,1664,225,129,237,2453,0,3367,2290,1264,128,88,510,134,190,2454,1645,454,500,1819,0,1015,208,881,981,1368,744,382,2174,877,577,109,177,72,171,453,0,216,0,947,226,219,140,2505
05/03/2017,14,1671,273,132,240,2443,0,3511,2397,1203,106,105,556,150,220,2522,1949,527,545,1635,0,1138,216,950,1123,1338,610,337,2258,766,638,108,174,66,181,411,0,288,0,916,246,182,123,2694
05/03/2017,15,1680,351,156,268,2438,0,3448,2506,1182,124,54,544,152,236,2391,1949,682,555,1332,0,1122,265,880,1067,1187,489,295,2219,795,695,79,163,87,158,415,0,367,0,1058,178,177,167,2613
05/03/2017,16,1807,270,142,222,2306,0,3088,2318,1028,131,77,451,115,230,2287,1829,538,485,920,0,1202,199,918,1009,1162,379,220,1987,707,686,79,187,85,115,295,0,277,0,1019,213,138,145,2499
05/03/2017,17,1800,325,139,213,2232,0,2672,1802,771,136,108,547,110,221,2113,1700,505,517,639,0,1171,245,966,1132,1035,517,165,1350,841,619,111,164,107,153,229,0,324,0,979,219,180,194,2779
05/03/2017,18,1449,251,107,236,2366,0,2023,974,386,158,58,330,95,156,1616,1461,470,411,475,0,1089,194,904,802,1136,573,148,792,784,648,103,153,64,116,308,0,300,0,668,205,124,118,2538
05/03/2017,19,1327,222,84,179,2242,0,1368,625,381,107,62,298,64,127,1432,1259,425,338,521,0,867,174,980,507,1122,812,145,397,849,712,54,137,85,96,295,0,140,0,466,137,90,121,2177
05/03/2017,20,1262,190,83,160,1877,0,662,362,309,89,58,350,73,110,1263,1257,417,255,422,0,732,146,827,445,1032,609,104,403,693,698,72,132,65,89,299,0,152,0,426,117,67,75,1926
05/03/2017,21,850,153,64,119,1511,0,552,285,233,76,49,267,59,78,1234,1081,328,137,338,0,636,161,732,220,762,417,86,473,602,573,77,100,56,64,252,0,228,0,378,94,40,60,1396
05/03/2017,22,470,84,41,122,919,0,277,163,140,40,34,157,36,42,689,710,316,415,249,0,429,95,574,144,505,241,77,190,440,379,42,89,44,43,140,0,113,0,123,72,31,50,844
05/03/2017,23,249,46,32,99,590,0,151,101,88,39,20,84,16,22,414,508,198,41,233,0,276,78,496,112,271,172,48,79,339,183,23,36,21,19,41,0,40,0,98,29,31,27,480
06/03/2017,0,135,20,8,35,288,0,97,60,47,22,20,32,4,4,151,177,83,16,112,0,123,39,324,49,172,57,19,73,198,106,1,9,5,27,23,0,26,0,16,22,9,8,147
06/03/2017,1,61,17,2,27,98,0,65,32,27,8,4,10,0,1,66,58,21,5,95,0,34,13,269,28,89,30,13,44,113,26,0,2,6,12,8,0,10,0,35,8,4,2,54
06/03/2017,2,42,5,4,8,50,0,43,33,9,5,0,4,5,4,48,32,10,4,41,0,14,13,231,14,54,5,8,21,71,13,0,6,3,6,4,0,5,0,14,4,3,4,46
06/03/2017,3,22,7,1,14,46,0,26,13,8,5,1,2,2,2,33,24,9,11,43,0,14,3,92,19,38,10,7,35,50,0,1,1,0,4,3,0,1,0,14,4,3,3,26
06/03/2017,4,16,14,9,9,26,0,15,14,3,7,5,3,1,5,48,57,44,16,30,0,21,9,164,16,34,7,2,66,22,17,10,3,6,1,12,0,11,0,18,4,2,1,27
06/03/2017,5,38,58,33,140,67,0,24,26,19,97,21,19,1,39,104,216,83,46,64,0,205,49,173,73,19,3,12,98,23,6,16,30,15,17,5,0,18,0,30,17,4,6,144
06/03/2017,6,76,215,191,685,175,0,82,78,101,577,112,108,22,130,360,826,221,181,114,0,821,211,86,223,32,23,27,322,53,30,104,43,75,66,5,0,54,0,142,60,43,29,753
06/03/2017,7,338,801,822,2505,369,0,296,227,420,1969,336,184,5,265,982,1962,625,598,233,0,2271,617,122,557,78,53,69,873,218,69,258,198,260,201,38,0,195,0,426,188,159,86,1581
06/03/2017,8,936,2034,1739,5023,987,0,837,562,884,3920,589,291,2,400,1901,4330,1358,931,536,0,4144,1358,333,1059,187,138,177,2161,299,166,615,330,683,784,134,0,685,0,687,791,755,361,3472
06/03/2017,9,806,1441,1150,3345,1001,0,899,609,891,2181,372,208,17,202,1536,2239,556,486,612,0,2699,872,376,650,165,160,111,1627,290,165,450,182,602,615,146,0,525,0,452,949,870,344,2000
06/03/2017,10,1097,835,536,1193,1346,0,1504,1157,1327,769,229,152,16,150,2297,1285,463,286,614,0,1737,596,527,462,366,185,132,1720,411,226,269,168,434,571,176,0,454,0,415,945,793,323,1534
06/03/2017,11,1449,748,472,1005,1794,0,2070,1698,1454,685,245,132,12,176,1706,1516,370,329,706,0,1728,511,581,559,607,268,153,1498,493,212,238,187,368,473,213,0,409,0,504,1198,834,389,1663
